id,Number,sentiment,text
258,5061,0,"it looks like fps would decrease run caffe model even mnist. issue summary when run caffe model ,it seems fps decrease .and sometimes fps would increase untill restart computer. i try reinstall ubuntu14.04 caffe ,but help . steps reproduce your system configuration operating system utuntu14.04 compiler cuda version (if applicable ) 8.0.44 cudnn version (if applicable ) non blas python matlab version (for pycaffe matcaffe respectively ) matlab i sorry i know find compiler blas is."
135,86,0,add python script plot training log
219,1917,0,"problem dynamic loading caffe.proto. after switching current caffe version today, dynamic loading several libraries, contain different classifiers specific tasks, work anymore. we ve got following error message libprotobuf error google protobuf descriptor database.cc 57 file already exists database caffe.proto furthermore using ubuntu 14.04 following version libprotobuf usr lib x86 64 linux gnu libprotobuf.so.8 usr lib x86 64 linux gnu libprotobuf.so.8.0.0 before updating caffe everything fine allows loading one library containing caffe net. seems part building caffe specific proto header cc file changed. is conncetion problem ? and fix problem ? best, tom"
50,390,0,"two classes output only!. i need network two output classes a b. i tonnes training data images either a b appropriately labelled. once i trained network, i wish pass images test network. lets say i pass image contains neither a b. i understand since last layer softmax still classify image either a b sum probabilities a b equal 1. which means even image a may still probability 0.5 carrying a according network. am i correct understanding ? if yes, kind last layer i use i rely probability threshold able reject images contain neither a b."
91,2357,0,"regression 2d signal caffe. hi i trying regression audio signals. my training signal big spectrogram i feeding data size 513 x num frames. i want loss computed based signal another spectrogram dimensions. i using 2d convolution feeding data first data blob hdf5 format 1 1 513 num frames. i adjusted padding according kernel size layer keep dimensionality consistent. at loss layer (using eucledian distance ) , i 1 1 513 num frames caffe let feed label 2d (though data 4d mentioned ) . it gives error check failed ndims max dim (4 vs. 2 ) i tried feeding extra input first data layer 1 1 513 num frames well along data label. but i get error exactnumtopblobs( ) top.size( ) (2 vs. 3 ) hdf5 data layer produces 2 top blob(s ) output. i need labels format 1 1 513 num frames. could help this ?"
90,5639,0,"opencl branch runtest fails nettest 0 cpudevice. issue summary i ran make j8 runtest noticed single test 2000 fails. this cpu test. there seems slight difference numerical output, eye seems less 0.001. the error persists i use openblas instead atlas (using update alternatives ) . steps reproduce final output your system configuration operating system linux mint (similar ubuntu 16.04 custom kernel 4.10 ) compiler gcc version 5.4.0 20160609 (ubuntu 5.4.0 6ubuntu1 16.04.4 ) cuda version (if applicable ) cudnn version (if applicable ) blas atlas python matlab version (for pycaffe matcaffe respectively ) i suppose change anything, cpu ryzen 1700x compilation flags are cflags o2 mprefer avx128 mavx2 mcx16 mmovbe mf16c mpopcnt mbmi mbmi2 mclflushopt fomit frame pointer cxxflags"
54,4009,0,runtimewarning loading python caffe module . i got warning message i loaded python caffe module. i got loading module.... im using last version caffe (i updated yesterday ) python 2.7.3. thanks advance!
247,2060,0,accuracy layer questions. seems accuracy layer make changes.and testing must go argmax layer go accuracy layer. is true ?
86,3053,0,"error cudafreehost(ptr ) syncedmem.hpp 30. in case, caffe model finishs predicting image. there error f0910 15 09 52.590445 21913 syncedmem.hpp 30 check failed error cudasuccess (11 vs. 0 ) invalid argument check failure stack trace aborted it comes cuda check(cudafreehost(ptr ) ) syncedmem.hpp. everything else works well. any ideas fixing this ? i use latest code master. im using ubuntu 14.04, nvidia driver 352.41, cuda 7.5 cudnn v2."
17,4038,1,"low accuracy (11 ) mnist gpu. hi everyone, i new caffe i already compiled microsoft windows version (https github.com microsoft caffe ) vs2013 community, matlab 2015a, cuda 7.5 cudnn v4. my pc win10 gtx 765m. the compilation successful without error. the problem i try run mnist example, i get reasonable accuracy cpu training (0.97 accuracy 500 iterations ) . however, i turn gpu mode, gives 0.11 accuracy even 10000 iterations. this whether i use bat run caffe.exe run corresponding matlab wrapper. in cpu gpu mode, solver network structure lenet example mnist . the log file gpu training attched. log gpu.txt (https github.com bvlc caffe files 233292 log gpu.txt ) if anyone encountered similar problem, please help out. thank you!"
167,962,0,"use customized loss function modify trainning procedure caffe. may know possible use customized loss function caffe ? also, i want change formula weight update backpropagation, allowed caffe ? could please give hints this ? thanks lot!"
175,5254,0,"error make pytest. i want make pyest error already successfully done all, test, runtest pycaffe, something went wrong below cd python python m unittest discover s caffe test eeeeeeee error test coord map (unittest.loader.moduleimportfailure ) importerror failed import test module test coord map traceback (most recent call last ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 254, find tests module self. get module from name(name ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 232, get module from name import (name ) file users yolanda caffe python caffe test test coord map.py , line 6, import caffe file caffe init .py , line 1, .pycaffe import net, sgdsolver, nesterovsolver, adagradsolver, rmspropsolver, adadeltasolver, adamsolver, nccl, timer file caffe pycaffe.py , line 13, . caffe import net, sgdsolver, nesterovsolver, adagradsolver, importerror dlopen(caffe caffe.so, 2 ) library loaded rpath libopencv imgcodecs.3.2.dylib referenced from users yolanda caffe python caffe caffe.so reason image found error test io (unittest.loader.moduleimportfailure ) importerror failed import test module test io traceback (most recent call last ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 254, find tests module self. get module from name(name ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 232, get module from name import (name ) file users yolanda caffe python caffe test test io.py , line 4, import caffe file caffe init .py , line 1, .pycaffe import net, sgdsolver, nesterovsolver, adagradsolver, rmspropsolver, adadeltasolver, adamsolver, nccl, timer file caffe pycaffe.py , line 13, . caffe import net, sgdsolver, nesterovsolver, adagradsolver, importerror dlopen(caffe caffe.so, 2 ) library loaded rpath libopencv imgcodecs.3.2.dylib referenced from users yolanda caffe python caffe caffe.so reason image found error test layer type list (unittest.loader.moduleimportfailure ) importerror failed import test module test layer type list traceback (most recent call last ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 254, find tests module self. get module from name(name ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 232, get module from name import (name ) file users yolanda caffe python caffe test test layer type list.py , line 3, import caffe file caffe init .py , line 1, .pycaffe import net, sgdsolver, nesterovsolver, adagradsolver, rmspropsolver, adadeltasolver, adamsolver, nccl, timer file caffe pycaffe.py , line 13, . caffe import net, sgdsolver, nesterovsolver, adagradsolver, importerror dlopen(caffe caffe.so, 2 ) library loaded rpath libopencv imgcodecs.3.2.dylib referenced from users yolanda caffe python caffe caffe.so reason image found error test net (unittest.loader.moduleimportfailure ) importerror failed import test module test net traceback (most recent call last ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 254, find tests module self. get module from name(name ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 232, get module from name import (name ) file users yolanda caffe python caffe test test net.py , line 8, import caffe file caffe init .py , line 1, .pycaffe import net, sgdsolver, nesterovsolver, adagradsolver, rmspropsolver, adadeltasolver, adamsolver, nccl, timer file caffe pycaffe.py , line 13, . caffe import net, sgdsolver, nesterovsolver, adagradsolver, importerror dlopen(caffe caffe.so, 2 ) library loaded rpath libopencv imgcodecs.3.2.dylib referenced from users yolanda caffe python caffe caffe.so reason image found error test net spec (unittest.loader.moduleimportfailure ) importerror failed import test module test net spec traceback (most recent call last ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 254, find tests module self. get module from name(name ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 232, get module from name import (name ) file users yolanda caffe python caffe test test net spec.py , line 3, import caffe file caffe init .py , line 1, .pycaffe import net, sgdsolver, nesterovsolver, adagradsolver, rmspropsolver, adadeltasolver, adamsolver, nccl, timer file caffe pycaffe.py , line 13, . caffe import net, sgdsolver, nesterovsolver, adagradsolver, importerror dlopen(caffe caffe.so, 2 ) library loaded rpath libopencv imgcodecs.3.2.dylib referenced from users yolanda caffe python caffe caffe.so reason image found error test python layer (unittest.loader.moduleimportfailure ) importerror failed import test module test python layer traceback (most recent call last ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 254, find tests module self. get module from name(name ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 232, get module from name import (name ) file users yolanda caffe python caffe test test python layer.py , line 6, import caffe file caffe init .py , line 1, .pycaffe import net, sgdsolver, nesterovsolver, adagradsolver, rmspropsolver, adadeltasolver, adamsolver, nccl, timer file caffe pycaffe.py , line 13, . caffe import net, sgdsolver, nesterovsolver, adagradsolver, importerror dlopen(caffe caffe.so, 2 ) library loaded rpath libopencv imgcodecs.3.2.dylib referenced from users yolanda caffe python caffe caffe.so reason image found error test python layer with param str (unittest.loader.moduleimportfailure ) importerror failed import test module test python layer with param str traceback (most recent call last ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 254, find tests module self. get module from name(name ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 232, get module from name import (name ) file users yolanda caffe python caffe test test python layer with param str.py , line 6, import caffe file caffe init .py , line 1, .pycaffe import net, sgdsolver, nesterovsolver, adagradsolver, rmspropsolver, adadeltasolver, adamsolver, nccl, timer file caffe pycaffe.py , line 13, . caffe import net, sgdsolver, nesterovsolver, adagradsolver, importerror dlopen(caffe caffe.so, 2 ) library loaded rpath libopencv imgcodecs.3.2.dylib referenced from users yolanda caffe python caffe caffe.so reason image found error test solver (unittest.loader.moduleimportfailure ) importerror failed import test module test solver traceback (most recent call last ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 254, find tests module self. get module from name(name ) file system library frameworks python.framework versions 2.7 lib python2.7 unittest loader.py , line 232, get module from name import (name ) file users yolanda caffe python caffe test test solver.py , line 7, import caffe file caffe init .py , line 1, .pycaffe import net, sgdsolver, nesterovsolver, adagradsolver, rmspropsolver, adadeltasolver, adamsolver, nccl, timer file caffe pycaffe.py , line 13, . caffe import net, sgdsolver, nesterovsolver, adagradsolver, importerror dlopen(caffe caffe.so, 2 ) library loaded rpath libopencv imgcodecs.3.2.dylib referenced from users yolanda caffe python caffe caffe.so reason image found i try importing caffe shell i got error below traceback (most recent call last ) file , line 1, file caffe init .py , line 1, .pycaffe import net, sgdsolver, nesterovsolver, adagradsolver, rmspropsolver, adadeltasolver, adamsolver, nccl, timer file caffe pycaffe.py , line 13, . caffe import net, sgdsolver, nesterovsolver, adagradsolver, importerror dlopen(caffe caffe.so, 2 ) library loaded rpath libopencv imgcodecs.3.2.dylib referenced from users yolanda caffe python caffe caffe.so reason image found i use otool l python caffe caffe.so shows contains libopencv imgcodecs python caffe caffe.so python caffe caffe.so (compatibility version 0.0.0, current version 0.0.0 ) rpath libcaffe.so.1.0.0 rc3 (compatibility version 0.0.0, current version 0.0.0 ) usr local opt glog lib libglog.0.dylib (compatibility version 1.0.0, current version 1.0.0 ) usr local opt gflags lib libgflags.2.2.dylib (compatibility version 2.2.0, current version 2.2.0 ) usr local opt protobuf lib libprotobuf.12.dylib (compatibility version 13.0.0, current version 13.0.0 ) usr local opt leveldb lib libleveldb.1.dylib (compatibility version 0.0.0, current version 0.0.0 ) usr local opt snappy lib libsnappy.1.dylib (compatibility version 5.0.0, current version 5.1.0 ) usr local opt lmdb lib liblmdb.dylib (compatibility version 0.0.0, current version 0.0.0 ) usr local opt boost lib libboost system.dylib (compatibility version 0.0.0, current version 0.0.0 ) usr local opt hdf5 lib libhdf5 hl.10.dylib (compatibility version 12.0.0, current version 12.1.0 ) usr local opt hdf5 lib libhdf5.10.dylib (compatibility version 13.0.0, current version 13.1.0 ) rpath libopencv imgcodecs.3.2.dylib (compatibility version 3.2.0, current version 3.2.0 ) rpath libopencv highgui.3.2.dylib (compatibility version 3.2.0, current version 3.2.0 ) rpath libopencv imgproc.3.2.dylib (compatibility version 3.2.0, current version 3.2.0 ) rpath libopencv core.3.2.dylib (compatibility version 3.2.0, current version 3.2.0 ) usr lib libsystem.b.dylib (compatibility version 1.0.0, current version 1238.0.0 ) usr local opt boost lib libboost filesystem.dylib (compatibility version 0.0.0, current version 0.0.0 ) usr local opt boost lib libboost thread mt.dylib (compatibility version 0.0.0, current version 0.0.0 ) system library frameworks accelerate.framework versions a frameworks veclib.framework versions a libblas.dylib (compatibility version 1.0.0, current version 1.0.0 ) usr local opt boost python lib libboost python.dylib (compatibility version 0.0.0, current version 0.0.0 ) system library frameworks python.framework versions 2.7 python (compatibility version 2.7.0, current version 2.7.10 ) usr lib libc .1.dylib (compatibility version 1.0.0, current version 307.4.0 ) i check opencv lib exist library. do i need download install path ? your system configuration operating system mac os sierra 10.12.3 cmakelists.txt (https github.com bvlc caffe files 752340 cmakelists.txt )"
126,6642,0,make runtest error. error `.build release tools caffe free( ) invalid pointer 0x0000000001f342c0 backtrace lib x86 64 linux gnu libc.so.6( 0x777e5 ) 0x7f6d7e4387e5 lib x86 64 linux gnu libc.so.6( 0x8037a ) 0x7f6d7e44137a lib x86 64 linux gnu libc.so.6(cfree 0x4c ) 0x7f6d7e44553c usr lib x86 64 linux gnu libprotobuf.so.9( zn6google8protobuf8internal28destroydefaultrepeatedfieldsev 0x1f ) 0x7f6d7f74f8af usr lib x86 64 linux gnu libprotobuf.so.9( zn6google8protobuf23shutdownprotobuflibraryev 0x8b ) 0x7f6d7f74eb3b usr lib x86 64 linux gnu libmirprotobuf.so.3( 0x233b9 ) 0x7f6d4bb8d3b9 lib64 ld linux x86 64.so.2( 0x10de7 ) 0x7f6d80ef3de7 lib x86 64 linux gnu libc.so.6( 0x39ff8 ) 0x7f6d7e3faff8 lib x86 64 linux gnu libc.so.6( 0x3a045 ) 0x7f6d7e3fb045 lib x86 64 linux gnu libc.so.6( libc start main 0xf7 ) 0x7f6d7e3e1837 .build release tools caffe 0x4080b9 memory map 00400000 00418000 r xp 00000000 08 18 659239 home csy caffe .build release tools caffe.bin 00618000 00619000 r p 00018000 08 18 659239 home csy caffe .build release tools caffe.bin 00619000 0061a000 rw p 00019000 08 18 659239 home csy caffe .build release tools caffe.bin 01f22000 02191000 rw p 00000000 00 00 0 heap 7f6d38000000 7f6d38021000 rw p 00000000 00 00 0 7f6d38021000 7f6d3c000000 p 00000000 00 00 0 7f6d3fb87000 7f6d3fb88000 p 00000000 00 00 0 7f6d3fb88000 7f6d40388000 rw p 00000000 00 00 0 7f6d46388000 7f6d46389000 p 00000000 00 00 0 7f6d46389000 7f6d46b89000 rw p 00000000 00 00 0 7f6d46b89000 7f6d46b8a000 p 00000000 00 00 0 7f6d46b8a000 7f6d4738a000 rw p 00000000 00 00 0 7f6d4738a000 7f6d4738b000 p 00000000 00 00 0 7f6d4738b000 7f6d47b8b000 rw p 00000000 00 00 0 7f6d47b8b000 7f6d47b8e000 r xp 00000000 08 16 1447018 lib x86 64 linux gnu libkeyutils.so.1.5 7f6d47b8e000 7f6d47d8d000 p 00003000 08 16 1447018 lib x86 64 linux gnu libkeyutils.so.1.5 7f6d47d8d000 7f6d47d8e000 r p 00002000 08 16 1447018 lib x86 64 linux gnu libkeyutils.so.1.5 7f6d47d8e000 7f6d47d8f000 rw p 00003000 08 16 1447018 lib x86 64 linux gnu libkeyutils.so.1.5 7f6d47d8f000 7f6d47d99000 r xp 00000000 08 16 3417915 usr lib x86 64 linux gnu libkrb5support.so.0.1 7f6d47d99000 7f6d47f98000 p 0000a000 08 16 3417915 usr lib x86 64 linux gnu libkrb5support.so.0.1 7f6d47f98000 7f6d47f99000 r p 00009000 08 16 3417915 usr lib x86 64 linux gnu libkrb5support.so.0.1 7f6d47f99000 7f6d47f9a000 rw p 0000a000 08 16 3417915 usr lib x86 64 linux gnu libkrb5support.so.0.1 7f6d47f9a000 7f6d47f9d000 r xp 00000000 08 16 1446966 lib x86 64 linux gnu libcom err.so.2.1 7f6d47f9d000 7f6d4819c000 p 00003000 08 16 1446966 lib x86 64 linux gnu libcom err.so.2.1 7f6d4819c000 7f6d4819d000 r p 00002000 08 16 1446966 lib x86 64 linux gnu libcom err.so.2.1 7f6d4819d000 7f6d4819e000 rw p 00003000 08 16 1446966 lib x86 64 linux gnu libcom err.so.2.1 7f6d4819e000 7f6d481ca000 r xp 00000000 08 16 3417905 usr lib x86 64 linux gnu libk5crypto.so.3.1 7f6d481ca000 7f6d483c9000 p 0002c000 08 16 3417905 usr lib x86 64 linux gnu libk5crypto.so.3.1 7f6d483c9000 7f6d483cb000 r p 0002b000 08 16 3417905 usr lib x86 64 linux gnu libk5crypto.so.3.1 7f6d483cb000 7f6d483cc000 rw p 0002d000 08 16 3417905 usr lib x86 64 linux gnu libk5crypto.so.3.1 7f6d483cc000 7f6d483cd000 rw p 00000000 00 00 0 7f6d483cd000 7f6d48490000 r xp 00000000 08 16 3417913 usr lib x86 64 linux gnu libkrb5.so.3.3 7f6d48490000 7f6d48690000 p 000c3000 08 16 3417913 usr lib x86 64 linux gnu libkrb5.so.3.3 7f6d48690000 7f6d4869d000 r p 000c3000 08 16 3417913 usr lib x86 64 linux gnu libkrb5.so.3.3 7f6d4869d000 7f6d4869f000 rw p 000d0000 08 16 3417913 usr lib x86 64 linux gnu libkrb5.so.3.3 7f6d4869f000 7f6d486b1000 r xp 00000000 08 16 1447001 lib x86 64 linux gnu libgpg error.so.0.17.0 7f6d486b1000 7f6d488b1000 p 00012000 08 16 1447001 lib x86 64 linux gnu libgpg error.so.0.17.0 7f6d488b1000 7f6d488b2000 r p 00012000 08 16 1447001 lib x86 64 linux gnu libgpg error.so.0.17.0 7f6d488b2000 7f6d488b3000 rw p 00013000 08 16 1447001 lib x86 64 linux gnu libgpg error.so.0.17.0 7f6d488b3000 7f6d488d4000 r xp 00000000 08 16 3417698 usr lib x86 64 linux gnu libgomp.so.1.0.0 7f6d488d4000 7f6d48ad3000 p 00021000 08 16 3417698 usr lib x86 64 linux gnu libgomp.so.1.0.0 7f6d48ad3000 7f6d48ad4000 r p 00020000 08 16 3417698 usr lib x86 64 linux gnu libgomp.so.1.0.0 7f6d48ad4000 7f6d48ad5000 rw p 00021000 08 16 3417698 usr lib x86 64 linux gnu libgomp.so.1.0.0 7f6d48ad5000 7f6d48afc000 r xp 00000000 08 16 3408053 usr lib x86 64 linux gnu libkj 0.5.3.so 7f6d48afc000 7f6d48cfc000 p 00027000 08 16 3408053 usr lib x86 64 linux gnu libkj 0.5.3.so 7f6d48cfc000 7f6d48cfd000 r p 00027000 08 16 3408053 usr lib x86 64 linux gnu libkj 0.5.3.so 7f6d48cfd000 7f6d48cfe000 rw p 00028000 08 16 3408053 usr lib x86 64 linux gnu libkj 0.5.3.so 7f6d48cfe000 7f6d48d04000 r xp 00000000 08 16 3417408 usr lib x86 64 linux gnu libdatrie.so.1.3.3 7f6d48d04000 7f6d48f04000 p 00006000 08 16 3417408 usr lib x86 64 linux gnu libdatrie.so.1.3.3 7f6d48f04000 7f6d48f05000 r p 00006000 08 16 3417408 usr lib x86 64 linux gnu libdatrie.so.1.3.3 7f6d48f05000 7f6d48f06000 rw p 00007000 08 16 3417408 usr lib x86 64 linux gnu libdatrie.so.1.3.3 7f6d48f06000 7f6d48f2a000 r xp 00000000 08 16 3417714 usr lib x86 64 linux gnu libgraphite2.so.3.0.1 7f6d48f2a000 7f6d49129000 p 00024000 08 16 3417714 usr lib x86 64 linux gnu libgraphite2.so.3.0.1 7f6d49129000 7f6d4912b000 r p 00023000 08 16 3417714 usr lib x86 64 linux gnu libgraphite2.so.3.0.1 7f6d4912b000 7f6d4912c000 rw p 00025000 08 16 3417714 usr lib x86 64 linux gnu libgraphite2.so.3.0.1 7f6d4912c000 7f6d4913d000 r xp 00000000 08 16 3418331 usr lib x86 64 linux gnu libtasn1.so.6.5.1 7f6d4913d000 7f6d4933d000 p 00011000 08 16 3418331 usr lib x86 64 linux gnu libtasn1.so.6.5.1 7f6d4933d000 7f6d4933e000 r p 00011000 08 16 3418331 usr lib x86 64 linux gnu libtasn1.so.6.5.1 ..... 1544933246 using gnu date pc 0x7f28a54fa428 gsignal sigabrt ( 0x426f ) received pid 17007 (tid 0x7f28a80f7b00 ) pid 17007 stack trace 0x7f28a54fa4b0 (unknown ) 0x7f28a54fa428 gsignal 0x7f28a54fc02a abort 0x7f28a553c7ea (unknown ) 0x7f28a554537a (unknown ) 0x7f28a554953c cfree 0x7f28a68538af google protobuf internal destroydefaultrepeatedfields( ) 0x7f28a6852b3b google protobuf shutdownprotobuflibrary( ) 0x7f2872c913b9 (unknown ) 0x7f28a7ff7de7 (unknown ) 0x7f28a54feff8 (unknown ) 0x7f28a54ff045 exit 0x7f28a54e5837 libc start main 0x4080b9 start 0x0 (unknown ) makefile 526 recipe target runtest failed
203,4462,0,nondeterministic crashes pythonlayer. when i run network simple dummy python layer terminates hundred cycles. the displayed errors always point cuda code. this error occured changed label size large size (1x480x640 ) (1x1x1 ) . some system information reproduce.zip (https github.com bvlc caffe files 364050 reproduce.zip ) fail.txt (https github.com bvlc caffe files 364052 fail.txt )
266,2159,0,"difference static linkage dynamic linkage. i linked code libcaffe.a, code below generate runtime error message if i switched libcaffe.so, error message generated. but previous caffe library, i link static library without problem. i cannot understand difference static dynamic versions libcaffe. could somebody elucidate phenomenon ? thanks."
53,3242,0,"normalization convolution layer weights. i noticed gradient w.r.t convolution layer parameters summed pixel multiplications previous layer feature image next layer gradient image. however, feature image sizes (hidden layer images ) change layer layer. so gradient step sum gradients gradient image, without normalization. so, effectively, convolution layer weight gradients used stochastic gradient solver using varying learning rates. therefore, i think backward methods require normalization depending number pixels gradient."
207,5173,0,"vmware ubuntu16 undefined issue. step make all, following error build release lib libcaffe.so jpeg createcompress .build release lib libcaffe.so google protobuf descriptorpool findfilebyname(std string const ) const .build release lib libcaffe.so imf 2 2 outputfile outputfile( ) .build release lib libcaffe.so google protobuf internal wireformatlite readbytes(google protobuf io codedinputstream , std string ) ( undefine ref ) .build release lib libcaffe.so png create info struct .build release lib libcaffe.so jpeg std error .build release lib libcaffe.so google protobuf message initializationerrorstring( ) const .build release lib libcaffe.so png set compression level collect2 error ld returned 1 exit status makefile 620 recipe target .build release tools compute image mean.bin failed make .build release tools compute image mean.bin error 1"
232,1888,0,"how predict single digit using caffe c . i trying use caffe predict digit mnist dataset. i run solver pretrain net follow i use lenet prototxt file examples this. ok, stage crystal clear. then i found script converts mnist dataset (lmdb ) set grayscale images (.jpg ) representation handwritten digit. i added image data layer mention (https github.com bvlc caffe issues 499 ) . therefore, .prototxt file (my lenet test.prototxt ) then i construct net load pre trained layers solver but last stage i got sigabrt signal ide got error i would highly appreciate help. i stuck idea do... thank you!"
47,1499,0,"crash try finetune tutorial flicker data. i compiled dev branch without error message tried finetuning tutorial flicker style data following instructions provided caffe website. the images successfully downloaded, i run finetuning, crashes following error message f1128 13 34 59.766399 27222 net.cpp 712 check failed target blobs j channels( ) source layer.blobs(j ) .channels( ) (1 vs. 3 ) check failure stack trace 0x7ffe8c713b5d google logmessage fail( ) 0x7ffe8c717b77 google logmessage sendtolog( ) 0x7ffe8c7159f9 google logmessage flush( ) 0x7ffe8c715cfd google logmessagefatal logmessagefatal( ) 0x50f68c caffe net copytrainedlayersfrom( ) 0x50f90a caffe net copytrainedlayersfrom( ) 0x425f99 train( ) 0x425b96 main 0x308ba1ed5d (unknown ) 0x422f19 (unknown ) aborted there also error messages crash (edited mask file system structure ) e1128 13 34 55.158053 27229 io.cpp 75 could open find file xxxxx xxxxxx xxxx caffe dev data flickr style images 9296163038 3009f6b805.jpg but file indeed (i used script download files ) ls lh xxxxx xxxxxx xxxx caffe dev data flickr style images 9296163038 3009f6b805.jpg rw r r 1 abcd efg 121k nov 28 13 21 xxxxx xxxxxx xxxx caffe dev data flickr style images 9296163038 3009f6b805.jpg btw, i finetuning tutorial master branch problem."
125,6882,0,unsupported gpu architecture compute 481. unsupported gpu architecture compute 481 py3.5 gtx1660ti cuda10.0
188,3667,0,"caffe.classifier( ) caffe.net( ) different class predictions image ? . is difference way predictions work case caffe.classifier( ) caffe.net( ) ? i image (linked below ) run caffe example (classification.ipynb ) gives prediction class 287 (net.predict( img ) .argmax( ) ) . however, i use image another example (filter visualization.ipynb ) class probabilites (net.blobs prob .argmax( ) ) comes 2! is something trivial i missing really happening ? which correct classification one correct (i tweaked cat image little bit see effects classification ) ? i using bvlc reference caffenet.caffemodel corresponding deploy.prototxt imagenet mean image provided caffe default (ilsvrc12 ) . sample cat image ! advr out (https cloud.githubusercontent.com assets 5744373 13016016 419b72b0 d1e2 11e5 9019 2a1791c56ad4.jpg )"
131,5566,0,"any interface clear intermediate variables generated network forward test phase ? . seems i googled around found interface reset network status newly loaded test phase. i mean memory used increase decrease. the problem say, i 3 separate alg worker process algorithm chain. suppose a b c similar memory usage above, gpu 8gb. it s clear problem appears. it say forwarding . one embarrass solution copy output alg net keep 400mb memory usage. and continue next alg. under production, stupid solution waste lot time (file reading io ) . so, supply interface free appropriate variables lead fresh new loaded ? i found possible api apollocaffe (https github.com russell91 apollocaffe ) . but author seemed maintaining repo. russell91 code google snapshot http apollocaffe.com"
249,4080,0,"replace open fopen io.cpp. could replace open fopen ? i ready it. why ? faster, portable, take look here http stackoverflow.com questions 1658476 c fopen vs open"
284,6224,0,"build caffe clion failed. issue summary when i typed make all terminal trying install caffe, following information occur. i already installed gflags. i ve tried every solution i found google github, i fix that ? thanks advance. if description clear enough, please tell me. jays imac build jay make 1 running c python protocol buffer compiler users jay documents caffe src caffe proto caffe.proto scanning dependencies target caffeproto 1 building cxx object src caffe cmakefiles caffeproto.dir include caffe proto caffe.pb.cc.o 1 linking cxx static library .. .. lib libcaffeproto.a 1 built target caffeproto scanning dependencies target caffe 1 building cxx object src caffe cmakefiles caffe.dir blob.cpp.o 1 building cxx object src caffe cmakefiles caffe.dir common.cpp.o users jay documents caffe src caffe common.cpp 134 5 error member named gflags global namespace gflags parsecommandlineflags(pargc, pargv, true ) users jay documents caffe src caffe common.cpp 182 7 warning field default device  initialized field solver count  wreorder default device (cpu device .get( ) ) , users jay documents caffe src caffe common.cpp 323 7 warning field default device  initialized field solver count  wreorder default device (cpu device .get( ) ) , 2 warnings 1 error generated. make 2 src caffe cmakefiles caffe.dir common.cpp.o error 1 make 1 src caffe cmakefiles caffe.dir all error 2 make all error 2 makefile.config.txt (https github.com bvlc caffe files 1711294 makefile.config.txt ) cmakecache.txt (https github.com bvlc caffe files 1711293 cmakecache.txt ) cmakeoutput.log (https github.com bvlc caffe files 1711300 cmakeoutput.log ) operating system os x 10.12 cuda version (if applicable ) 9.0 python matlab version (for pycaffe matcaffe respectively ) python3.6"
215,824,0,"invalid mex file  path to rcnn external caffe matlab caffe caffe.mexa64 libcudart.so.6.0 cannot open shared object file no file directory. i cuda 5.5 cuda 6.0 installed usr local , ld library path libcudart.so.6.0 correct. i run make runtest passed, failed run caffe.mexa64. actually i run sudo ldd . caffe.mexa64, said libcudart.so.6.0 found. should i uninstall cuda 5.5 first ? any suggestion ? fyi, i mv usr local cuda 5.5 away, i cant make caffe successfully libopencv core.so need libcudart.so.5.5"
261,4667,0,"problems cpu only. after finishing steps, finally run demo.py tools , instead i get thsi problem faster rcnn tools .. lib fast rcnn nms wrapper.py , line 10, nms.cpu nms import cpu nms importerror no module named cpu nms i everything correctly.. any help appreciate"
109,6686,0,make runtest fails ubuntu 18.04 cuda 9.1 . issue summary i passed make j8 make j8 test make j8 runtest gives following error tested solutions tried adding g nvcc debugging section makefile make clean make j8 make j8 test make j8 runtest. get error. system configuration python 3.6 operating system ubuntu 18.04 compiler gcc 7.3 cuda version (if applicable ) 9.1 cudnn version (if applicable ) 7.1 blas atlas python version (if using pycaffe ) 3.6 matlab version (if using matcaffe )
274,4526,0,fe rnn lstm
236,4922,0,"im new here, thanks help!. amenglars macbook pro caffe mac make runtest .build release tools caffe dyld library loaded rpath libmkl rt.dylib referenced from users mac workspace caffe caffe .build release tools caffe reason image found make runtest abort trap 6"
